tweet_id,created_at,author_id,clean_text,response_tweet_id,in_response_to_tweet_id,cluster
187526,Wed Oct 04 11:05:57 +0000 2017,160015,<USER> DM sent now! Thanks.,,187525.0,5
497737,Fri Dec 01 19:41:52 +0000 2017,233794,"<USER> <USER> Don’t consider it, please just do it! Imagine watching a movie with no end credits—that would never fly in the film industry. Unfortunately we don’t have the industry-wide structures for enforcement, so someone needs to be a leader. Why not have it be <USER> ?",497739,497736.0,6
1520007,Fri Nov 03 16:53:12 +0000 2017,472543,"<USER> I shouldn't need to do that, i'm happy with the number i have",1520006,1520008.0,6
2251521,Fri Nov 10 19:47:39 +0000 2017,655905,"<USER> I still need help, my email was changed on me along with my password so this page didn’t help me unfortunately :/",,2251520.0,6
286417,Fri Oct 06 16:03:06 +0000 2017,184238,<USER> You should talk to <USER> and try to get Got7 and Twice on Spotify. I need this. Please,286419,286416.0,6
300699,Fri Oct 06 20:46:48 +0000 2017,187697,<USER> I don’t mind speaking in English . Did you understand my issue or do you want me to explain it in English?,300701,300698.0,6
412333,Sat Nov 25 02:05:38 +0000 2017,213383,"<USER> I’m still having this issue. It seems others are too based on this forum thread. Are your app devs working on it? They need to fix it ASAP. I’m paying for premium, and It’s very annoying not to be able to shuffle! <URL>",412332,412334.0,6
308982,Sat Oct 07 00:55:09 +0000 2017,189783,"<USER> I don't use the app; I prefer the web player, so I've only seen it there. Private home network.",308981,308983.0,6
314097,Sat Oct 07 06:13:57 +0000 2017,190991,"<USER> I don’t really know, and when the problem happened I had one of my playlists not saved for offline. How can you check?",314099,314096.0,6
992103,Sat Oct 14 11:33:50 +0000 2017,355004,<USER> When I don't open the app in about 24 hours all my music are no longer downloaded,"992102,992104",992105.0,6
584159,Sun Dec 03 14:32:38 +0000 2017,257826,<USER> i don’t know what that means,,584156.0,6
2491623,Sun Nov 26 20:24:59 +0000 2017,711377,<USER> I think if you were to advertise Touch Preview it would be used a LOT more! Why don’t you guys try that instead of getting rid of it all together.,2491625,2491622.0,6
345363,Sun Oct 08 02:44:41 +0000 2017,198183,<USER> Are there other options besides reinstalling? Don't want to do that,"345365,345366",345362.0,6
1153699,Sun Oct 15 17:50:00 +0000 2017,391443,"<USER> Um... In this case, you need to as when I signed up it made my password my public username. Serious security breach and nobody there cares.",1153698,1153700.0,6
1415677,Thu Nov 02 02:36:48 +0000 2017,448998,"<USER> I am part of a premium for family package, but when I am logged into the app it says I’m on a premium trial.",1415679,1415676.0,6
1440743,Thu Nov 02 12:08:25 +0000 2017,454333,"<USER> Congratulations you’re about to join the family plan of... and it’s one of their names, not mine",1440746,1440742.0,6
1474907,Thu Nov 02 21:18:29 +0000 2017,462395,"<USER> Maybe I just don't know myself... Oh god, I didn't want to find out this way!",1474906,1474908.0,6
2545874,Thu Nov 16 16:33:57 +0000 2017,723620,"<USER> iP7, 11.0.3... Search/Category > PLP UX is atrocious. Sub. $, so why fix it unless I cancel my acct.? No need to optimize funnel. Feels like Vista security prompts.",2545876,2545873.0,6
2578853,Thu Nov 16 22:16:43 +0000 2017,121957,<USER> Which one do i go to I don't see one for being hacked??? <URL>,2578854,2578852.0,6
223064,Thu Oct 05 09:51:19 +0000 2017,169282,"<USER> Are you sure you're following me? I have a premium family account, and I'm looking to add users. When I first upgraded, I was given a link",,223063.0,6
2407015,Tue Nov 14 15:32:00 +0000 2017,199409,<USER> I don't need a family package,2407014,2407016.0,6
712159,Tue Oct 10 22:09:47 +0000 2017,290313,<USER> No...You don't. You need to fix your app like you said you would six months ago idiots.,"712157,712160,712161",712162.0,6
1968234,Tue Oct 31 15:25:31 +0000 2017,583192,<USER> I don't have the ad any more I had to close Spotify to stop it,1968236,1968233.0,6
1881228,Wed Nov 08 04:08:18 +0000 2017,561429,<USER> The album is not currently on Spotify and I desperately need it to be. cc: <USER>,1881230,1881227.0,6
1844567,Wed Nov 08 06:47:32 +0000 2017,552606,<USER> Hmmmm..... how does one get their hands on that??? (I don't have my emails enabled usually),1844570,1844566.0,6
2445367,Wed Nov 15 01:06:25 +0000 2017,701098,"<USER> That's great, but I'm not looking to spend more. She will be paying for it now on. Why discriminate against high school kids? May need to cancel subscription because of this.",2445369,2445366.0,6
1785002,Wed Oct 18 03:20:28 +0000 2017,536302,<USER> I don't have another SD card,1785003,1785001.0,6
496142,Fri Dec 01 21:48:37 +0000 2017,233344,<USER> I just deleted Spotify and downloaded it again same problem. Updated Spotify and iOS 11.1.2,496145,496140.0,7
1162389,Fri Nov 10 16:58:53 +0000 2017,393498,"<USER> And yet again, on iPhone 7 those same tracks will just not play",,1162387.0,7
1453226,Fri Nov 17 03:18:18 +0000 2017,457249,<USER> Sharing from iPad or iPhone iOS 11.1.2 using Spotify app share feature,1453227,1453225.0,7
2596619,Fri Nov 17 04:36:19 +0000 2017,463850,"<USER> iPhone 5S, iOS version 11.0.1, latest Spotify apps.",2596621,2596618.0,7
2639833,Fri Nov 17 21:28:46 +0000 2017,744991,"<USER> iPhone 7+, iOS 11.1, I️ just updated Spotify yesterday",2639832,2639834.0,7
1642869,Mon Nov 06 04:27:37 +0000 2017,486158,<USER> iOS 11.1 and Spotify Version 8.4.25.906,1642870,1642868.0,7
2848348,Mon Nov 27 21:15:56 +0000 2017,792143,"<USER> Hello! I know. iPhone 7, IOS, version 8.4.28.1104 - have emailed you.",2848350,2848347.0,7
1250602,Mon Oct 16 11:56:10 +0000 2017,413411,"<USER> I can play it on my computer only. Using an iPhone 7 Plus with iOS 11, I believe. It’s grayed our on my mobile playlist even after download",1250604,1250601.0,7
1843932,Sun Nov 26 09:19:20 +0000 2017,552456,"<USER> iPhone 6, iOS 11.1.2, Spotify 8.4.28",1843934,1843931.0,7
1211742,Sun Oct 15 22:58:45 +0000 2017,374515,"<USER> iPhone 7+, iOS 11.0.3, Spotify v8.4.22.515 (I’m a paid subscribers)",1211741,1211743.0,7
235217,Thu Oct 05 14:23:23 +0000 2017,172016,"<USER> Spotify's updated to 8.4.20, iOS 11.0.1, iPhone 6S Plus. Everything's running fine until I switch apps",235219,235216.0,7
1854888,Thu Oct 19 08:54:35 +0000 2017,554935,<USER> iPhone 5s. Spotify version 8.4.22.515.,1854890,1854887.0,7
2227257,Thu Oct 19 16:20:35 +0000 2017,218471,<USER> iOS 11.2 + there’s no specific messages or anything; the music just stops completely,2227258,2227256.0,7
2841203,Tue Nov 28 07:06:03 +0000 2017,552276,<USER> Thnx. Mostly listen on iPhone. You used to be able to do that on the iOS app right? No more? :(,2841204,2841202.0,7
429242,Tue Oct 10 15:23:24 +0000 2017,217076,"<USER> iPhone 7, iOS 11.0.2 - the newest update. Was fine until .2 update this past weekend. Ford raptor truck steering wheel (seek) button no -",,429239.0,7
707083,Tue Oct 10 19:37:02 +0000 2017,289042,<USER> iPhone. Keeps saying someone else is using it but I changed my password and logged every device out,707085,707082.0,7
1528514,Tue Oct 17 01:17:37 +0000 2017,474551,<USER> This new <USER> update (iOS 11) won’t allow me to swipe up and change the song on spotfiy like I could before the update.,1528512,1528518.0,7
1759294,Tue Oct 17 22:36:07 +0000 2017,528937,<USER> iPhone 7 iOS 11.0.2 Spotify 8.4.22.515,1759296,1759293.0,7
1971152,Tue Oct 31 20:25:47 +0000 2017,467593,<USER> iPhone SE - OS 10.3.3 - Spotify 8.4.25.906,1971151,1971153.0,7
2942694,Wed Nov 29 14:36:54 +0000 2017,812999,"<USER> I have an IPhone6s, my iOS is up to date and same with the app.",,2942692.0,7
664680,Wed Oct 25 15:12:48 +0000 2017,278409,<USER> iPhone 7! I am holding off on their latest software update though. 😜,664679,664681.0,7
1242921,Wed Oct 25 23:00:31 +0000 2017,411581,"<USER> iPhone 6S iOS 11.0.3, spotify version 8.4.22.215",1242920,1242922.0,7
462670,Fri Dec 01 05:49:50 +0000 2017,224968,"<USER> A restart seems to have fixed the black screen issue. However it still switches to offline mode between sessions (on both wifi and data,).",462671,462669.0,8
510495,Fri Dec 01 23:03:10 +0000 2017,237285,<USER> Nope. After a while it starts the issue again.,510496,510494.0,8
1485477,Fri Nov 03 03:52:06 +0000 2017,464962,<USER> I was able to fix it. Just deleted app and downloaded it again. Thank you anyways,1485476,1485478.0,8
29607,Fri Nov 03 06:57:42 +0000 2017,122505,"<USER> Yep, tried several times, didn't fix :(",29609,29606.0,8
1417896,Fri Nov 03 07:49:03 +0000 2017,449565,<USER> I hope so she's been waiting for awhile thank you ❤,1417897,1417895.0,8
1480918,Fri Nov 03 15:10:40 +0000 2017,463861,<USER> there is no such button ?,1480919,1480917.0,8
1516293,Fri Nov 03 20:10:54 +0000 2017,471807,"<USER> Hey, I don't think it is device specific, it has happened on two different android devices. I'm talking about the offline mode in-app.",1516295,1516291.0,8
1517177,Fri Nov 03 20:42:55 +0000 2017,472001,<USER> 🕺 👌 🤘😁🤙,,1517176.0,8
2002221,Fri Nov 03 23:15:53 +0000 2017,476554,<USER> I have not received a response,,2002219.0,8
2218970,Fri Nov 10 10:57:49 +0000 2017,648206,<USER> Is she willing or not to drop it there? ;_ ;,2218969,2218971.0,8
2218925,Fri Nov 10 11:06:41 +0000 2017,648195,<USER> Hi im just wondering if when are you going to upload the Reputation album?,2218924,2218926.0,8
2218867,Fri Nov 10 14:04:13 +0000 2017,185131,<USER> Have you changed the way search listings work? I've noticed a few similar situations. Happy to elaborate in a DM.,2218869,2218866.0,8
2251323,Fri Nov 10 20:55:54 +0000 2017,655857,<USER> i’m asking when!!!!!!,2251321,2251324.0,8
2246124,Fri Nov 10 22:20:45 +0000 2017,654628,"<USER> Yes, the update was successful.",2246123,2246125.0,8
2245959,Fri Nov 10 23:23:12 +0000 2017,654588,"<USER> How can I do this if I can't log into any Spotify account from the PSN account? I open up the app and it doesnt give me any option to log in. It just gives me that error message. However, I do get the prompt to sign into a Spotify account on a different PSN account.",2245958,2245960.0,8
2594591,Fri Nov 17 02:47:26 +0000 2017,196732,<USER> It works now however when I tried again (the working time) it pushed several empty “Log In” titled pages and I had to press “Back” several times to get to the two buttons again so I could press Log In again and then it worked.,2594590,2594592.0,8
2594619,Fri Nov 17 02:50:12 +0000 2017,448347,"<USER> wait, it seems to be working now",2594622,2594618.0,8
2603278,Fri Nov 17 09:24:40 +0000 2017,736687,<USER> Alright cool! It was a killer playlist though. I know you guys will fix this in the next update.,2603280,2603277.0,8
2635048,Fri Nov 17 20:46:18 +0000 2017,743901,"<USER> Worked, thx",2635050,2635047.0,8
2637111,Fri Nov 17 22:38:43 +0000 2017,744319,<USER> dont you have like an account cache in your servers to clean or reset before i have to uninstall and re-download over a 1000 songs,2637112,2637110.0,8
128166,Fri Nov 24 04:45:34 +0000 2017,144792,<USER> I dm’d it to you. Can you check it?,,128165.0,8
124827,Fri Nov 24 22:59:33 +0000 2017,143962,<USER> i checked again today and its working now!,124829,124826.0,8
168121,Fri Nov 24 23:28:41 +0000 2017,152999,<USER> I've done that when it started acting up and it didn't work,168123,168120.0,8
172536,Fri Nov 24 23:34:57 +0000 2017,156325,<USER> It now seems to be working fine. Always the way....!,172538,172535.0,8
273226,Fri Oct 06 04:36:35 +0000 2017,181254,"<USER> Hi, i'im ima, seems like my premium account has been hacked & i can't login via username/email, what to do?",273228,273225.0,8
1056966,Fri Oct 13 04:53:07 +0000 2017,369557,"<USER> Yes, now 4times with same stalling at update payment details stage",,1056965.0,8
862197,Fri Oct 13 15:33:44 +0000 2017,324734,<USER> you're very kind,,862196.0,8
888578,Fri Oct 13 17:47:56 +0000 2017,325676,<USER> My list of albums is cluttered. How do I delete the ones I no longer want ?,,888576.0,8
888577,Fri Oct 13 17:56:44 +0000 2017,325676,<USER> One layer of well-considered UI menus options would make things much easier.,888580,888576.0,8
1804307,Fri Oct 13 19:31:33 +0000 2017,375771,"<USER> I have voted for it and so have many others. It's the 10th top idea that hasn't been implemented and the 3rd that is marked as ""Good idea"".",1804308,1084315.0,8
2337258,Fri Oct 20 05:00:23 +0000 2017,676227,<USER> listen here buddy. this isnt fingers crossed. im paying 9.99 a month to listen to my thugger so i better get it,2337260,2337257.0,8
850013,Fri Oct 20 12:50:19 +0000 2017,321971,"<USER> I just tried that, it didn't work.",850011,850015.0,8
848553,Fri Oct 20 14:22:38 +0000 2017,295152,<USER> That trio of lines has worn pretty thin now!😩This really needs to be a priority when #Roku users must pay for premium to even use the app!🤨😒,848552,848554.0,8
854765,Fri Oct 20 15:50:52 +0000 2017,128829,"<USER> It's been running smoothly today, so far. It's a desktop, Windows 7, and Chrome browser.",854767,854764.0,8
871351,Fri Oct 20 20:07:18 +0000 2017,209250,<USER> It was on the messenger,871349,871353.0,8
894352,Fri Oct 20 21:34:07 +0000 2017,332350,<USER> I’ve dm’d you,894351,894353.0,8
1296392,Fri Oct 27 02:45:14 +0000 2017,423017,"<USER> 1: Yup, no desire to listen offline or on multiple devices. I just don't want my phone queue to change when I play from my laptop.",,1296389.0,8
1308327,Fri Oct 27 04:01:29 +0000 2017,425743,<USER> What doesnt sound right,1308329,1308326.0,8
1333631,Fri Oct 27 10:26:22 +0000 2017,431116,<USER> none of these apply and it's a brand new phone. Playlists always stay downloaded but album downloads disappear! So very annoying!,"1333630,1333632",1333633.0,8
1209198,Fri Oct 27 18:12:40 +0000 2017,403869,"<USER> Unfortunately, I'm still on the waiting list🙂 Were is the problem? We are EU country.",1209200,1209197.0,8
1826397,Fri Oct 27 20:54:58 +0000 2017,548206,<USER> Hey so when my phone is locked I press next and it’s just annoying because it beeps and I would rather it just be silent when I skip songs,1826395,1826399.0,8
2972069,Mon Feb 27 05:00:51 +0000 2017,819734,<USER> much obliged,2972068,2972070.0,8
1666819,Mon Nov 06 10:48:31 +0000 2017,507734,<USER> Nope it happens quite often!,1666818,1666820.0,8
664269,Mon Nov 06 14:47:53 +0000 2017,278314,<USER> Yes tried that already. Last time I had this problem I had to reinstall whole application. That is quite annoying to do.,664267,664273.0,8
1695012,Mon Nov 06 20:16:22 +0000 2017,514272,<USER> I had an error message but now the page is alright ! Thank you for the answer !,,1695011.0,8
1701509,Mon Nov 06 21:29:44 +0000 2017,242333,<USER> But if I turned off wifi then it worked,,1701506.0,8
2310892,Mon Nov 13 05:52:57 +0000 2017,333031,<USER> I hope so...,,2310891.0,8
2317511,Mon Nov 13 09:48:25 +0000 2017,671908,<USER> 1.0.67.582.g19436fa3,2317513,2317510.0,8
2308821,Mon Nov 13 10:47:11 +0000 2017,669690,<USER> That's fine... but maybe you could point me in the right direction...?,,2308819.0,8
2364784,Mon Nov 13 22:01:02 +0000 2017,682727,<USER> Done! I've just uninstalled it so let me know when I can reinstall:),2364783,2364785.0,8
2711977,Mon Nov 20 03:21:49 +0000 2017,761411,"<USER> Desktop/Win7/1.0.67.582.g19436fa3, and it's not a bug or anything, just due to the live search. I'd just prefer an option to not be taken to the 'recent searches' page when clicking on/clearing the search bar",2711979,2711976.0,8
2715678,Mon Nov 20 05:45:57 +0000 2017,580129,"<USER> All is working properly now! Thanks again. I must say, I tried to give <USER> an opportunity to win me back but I'm glad I stuck with <USER> . Keep up the good work!",2715679,2715677.0,8
2727203,Mon Nov 20 14:26:55 +0000 2017,764756,<USER> It keeps saying my email account is not associated with the account but yet this is where the emails come,2727205,2727202.0,8
2727209,Mon Nov 20 16:10:53 +0000 2017,764758,<USER> The latter. Has done for some but not for others.,2727211,2727208.0,8
2738274,Mon Nov 20 16:36:25 +0000 2017,767248,<USER> HI there - still getting the same message!,2738273,2738275.0,8
2176165,Mon Nov 27 06:28:32 +0000 2017,630168,<USER> just want to make sure I send you the right info. you want the startup shot from my taskmanager? or where would i find the info?,2176166,2176164.0,8
2826940,Mon Nov 27 11:52:28 +0000 2017,241897,<USER> Sent you guys a DM.,2826942,2826939.0,8
2828374,Mon Nov 27 11:59:27 +0000 2017,787721,<USER> __email__ I was availing the current promo of Php9 for 3 months but I was charged Php129 instead.,"2828376,2828377",2828373.0,8
2851479,Mon Nov 27 22:56:22 +0000 2017,792832,"<USER> Stand down, stand down! I was making a joke to your joke. =)",2851480,2851478.0,8
351212,Mon Oct 09 10:09:29 +0000 2017,199557,<USER> Turns out it's my crappy <USER> headphones causing the problem. Nevermind!,351214,351211.0,8
397107,Mon Oct 09 18:34:23 +0000 2017,210049,<USER> Just did both and still stuck on that same southern comfort ad :(,397109,397106.0,8
366678,Mon Oct 09 21:56:19 +0000 2017,202846,"<USER> On me. It doesn't help if I turn off spotify app or leave it open, it freezes the whole computer, I can't move the mouse or do anything",366679,366676.0,8
1225420,Mon Oct 16 00:00:55 +0000 2017,407492,<USER> Samsung GS7 edge android. It also happens on my desktop. I'm running win 10,1225419,1225421.0,8
1232902,Mon Oct 16 04:53:59 +0000 2017,409163,<USER> Not really sure but it’s been months (2 or 3). Yes i have tried rebooting my Mac but that didnt work out either,1232904,1232901.0,8
1269757,Mon Oct 16 06:52:28 +0000 2017,417295,<USER> I have both restarted and reinstalled.,1269758,1269756.0,8
1240119,Mon Oct 16 11:37:52 +0000 2017,410884,<USER> hope so. is it just me or others with this problem?,1240121,1240118.0,8
1355084,Mon Oct 16 12:54:05 +0000 2017,269740,<USER> Worked this morning. Must have been a glitch.,1355083,1355085.0,8
1125891,Mon Oct 16 14:25:47 +0000 2017,385469,<USER> I've tried the reinstall but the same error appears. This is quite frustrating as I have a premium subscription which I cannot use.,1125892,1125890.0,8
925119,Mon Oct 16 15:57:11 +0000 2017,153486,"<USER> No error message. The shuffle button will highlight green, but doesn’t work and un-highlights when the track is skipped or just changes",925120,925118.0,8
420116,Mon Oct 16 18:19:00 +0000 2017,215152,<USER> Any luck??,420118,420115.0,8
228087,Mon Oct 16 18:49:55 +0000 2017,170383,<USER> That’s good and all. but it doesn’t explain why I only hear about 25 of the 200 songs on the playlist. I listen pretty much all day. 🤔,228086,228088.0,8
228085,Mon Oct 16 19:13:04 +0000 2017,170383,"<USER> you win, I went to your feedback site.have determined it’s not worth my time to complain about this anymore. ( it’s not like I pay for it)",228084,228086.0,8
1252715,Mon Oct 16 19:23:16 +0000 2017,413857,<USER> I tried this. It seemed like it worked at first but it's back to doing the same thing.,1252716,1252714.0,8
2511295,Mon Oct 30 05:44:12 +0000 2017,715795,<USER> Shuffle does not work on my Songs folder either,,2511294.0,8
500937,Sat Dec 02 04:08:29 +0000 2017,234661,"<USER> Sorry I wasn't being literal. Just saying it would be nice to see it mixed up a bit, feels like every week it's the same thing. I need something new.,",500939,500936.0,8
511820,Sat Dec 02 15:54:05 +0000 2017,237674,<USER> Done that and it's still coming up with the same error message,511821,511819.0,8
558611,Sat Dec 02 22:02:33 +0000 2017,250521,"<USER> Online and offline is same, used WiFi and mobile data still no change",558612,558610.0,8
2265059,Sat Nov 11 03:15:54 +0000 2017,659332,<USER> When will it be available??,2265061,2265058.0,8
2264870,Sat Nov 11 11:40:58 +0000 2017,659278,<USER> I uninstalled the app and when I installed it a month later that is when I noticed the change . could be zoomed in some how ?,2264873,2264869.0,8
2284923,Sat Nov 11 15:51:23 +0000 2017,663971,<USER> i tried to do this but it didn’t work. could be an update issue?,,2284922.0,8
337527,Sat Oct 07 22:21:40 +0000 2017,196547,"<USER> ""The Forums Are Closed For Maintenance"" So.",337529,337526.0,8
975195,Sat Oct 14 07:37:20 +0000 2017,351270,<USER> I am waiting my sister for sending her mail account.,975196,975194.0,8
1806993,Sat Oct 14 13:58:07 +0000 2017,542873,"<USER> I tried that. Same result. I had the student discount originally, but switched the reg premium.",,1806992.0,8
1028779,Sat Oct 14 19:18:19 +0000 2017,363423,<USER> And reinstalling it did nothing,1028780,1028777.0,8
842562,Sat Oct 21 06:52:25 +0000 2017,320401,<USER> I’ve tried that even uninstalled the app and reinstalled. But thankfully the app is working 100% now so im happy!!!,842564,842561.0,8
942274,Sat Oct 21 12:34:31 +0000 2017,343374,"<USER> ...kidding? That was the 1st reply in that same thread, no use.",942272,942279.0,8
867561,Sat Oct 21 19:43:58 +0000 2017,326007,<USER> it works now! :) no idea why!,867563,867560.0,8
1374255,Sat Oct 28 03:49:12 +0000 2017,439869,<USER> The username is alarasati05,1374256,1374254.0,8
1931950,Sat Oct 28 21:13:53 +0000 2017,574908,<USER> It doesn't help. Sort yourselves out,1931952,1931949.0,8
1353055,Sat Oct 28 21:16:42 +0000 2017,435557,<USER> seems to have Worked. I have only tried to delete data and Cache. Reinstalling seemed to the Trick.,1353057,1353054.0,8
586375,Sun Dec 03 17:36:13 +0000 2017,258474,<USER> Aw. Sri Lanka is a good choice. Please get here fast. I miss my premium account :(,,586374.0,8
1618993,Sun Nov 05 15:58:48 +0000 2017,496327,<USER> I haven't tried to sign up on your website. Why would I? Can you tell me what you think I'm reporting?,"1618992,1618994",1618995.0,8
2011264,Sun Nov 05 17:02:01 +0000 2017,594750,"<USER> Apple Music's limit is 100,000 songs. I would've understood if your response was that it's not economically feasible but it seems you lied",2011266,2011263.0,8
1622346,Sun Nov 05 17:03:44 +0000 2017,497054,<USER> App,1622348,1622345.0,8
2286590,Sun Nov 12 01:36:17 +0000 2017,664409,<USER> Voted. & I get that 10k+ users are less than 1%. I disagree that solving the 1% problem in this case would compromise the 99%. <USER>,"2286589,2286591",2286592.0,8
2283047,Sun Nov 12 13:41:34 +0000 2017,515478,<USER> It would be awesome if you could since we use it for parties through the TV. #PartyMode,2283049,2283046.0,8
2298253,Sun Nov 12 15:14:41 +0000 2017,667136,"<USER> It's a bit strange where you can play 16 of the tracks; all by the same groups or similar, but not all. Perhaps you should've waited to get full agreements from all of the bands, before offering it up. It's an era I love, so I was disappointed. I hope it can be sorted out. Thanks",2298255,2298252.0,8
2653011,Sun Nov 19 16:38:26 +0000 2017,748190,<USER> Do you guys know when it will be available?,2653013,2653010.0,8
2691965,Sun Nov 19 16:50:28 +0000 2017,122049,<USER> Does that mean I can't tailor the adverts then?,2691967,2691964.0,8
345735,Sun Oct 08 03:08:51 +0000 2017,198283,<USER> I already have an email thread with __email__ and I'd appreciate if someone replied. I also did the web form.,345734,345736.0,8
352961,Sun Oct 08 13:16:35 +0000 2017,199920,<USER> Out and about at the mo - just tried to use my iPhone app and it's doing the same thing. Weird! Will give you deets when I'm back home.,352959,352963.0,8
356944,Sun Oct 08 15:46:00 +0000 2017,200756,<USER> I am in UK,356946,356943.0,8
1037620,Sun Oct 15 00:51:04 +0000 2017,260315,<USER> ...and I could listen it. So this started happening this week in all my devices.,1037623,1037619.0,8
1150954,Sun Oct 15 01:08:00 +0000 2017,390845,<USER> it doesnt help,1150956,1150953.0,8
1810818,Sun Oct 15 07:29:36 +0000 2017,544042,"<USER> This is the error message I get every time I try opening Spotify app on the ps4, and yes but restarting doesn’t seem to help with the prob <URL>",1810820,1810817.0,8
968288,Sun Oct 22 00:31:10 +0000 2017,349851,<USER> ALL OF MY SAVED SONGS,968287,968289.0,8
1829375,Sun Oct 29 15:58:23 +0000 2017,548975,<USER> I was worth a shot. :D,1829377,1829371.0,8
1926374,Sun Oct 29 21:54:24 +0000 2017,381791,<USER> Yeah they got back to me and said I would have to wait another 14 days to get my refund! THIS COMPANY SUCKS!!,1926375,1926372.0,8
2461878,Sun Oct 29 23:09:49 +0000 2017,704829,<USER> Check your Dms please.,,2461877.0,8
1440282,Thu Nov 02 12:09:42 +0000 2017,454237,"<USER> Nope, just clicking on it does nothing. No redirects, errors, nothing..",1440284,1440281.0,8
1446608,Thu Nov 02 14:57:28 +0000 2017,455683,"<USER> Sorry, this is on Sierra, not High Sierra. Haven't tested on the latter.",1446607,1446609.0,8
1986420,Thu Nov 02 15:45:53 +0000 2017,588016,<USER> How on earth could this clear anything up?,,1986419.0,8
1455458,Thu Nov 02 16:03:11 +0000 2017,457817,<USER> DM sent!,,1455457.0,8
1446600,Thu Nov 02 16:26:35 +0000 2017,455681,"<USER> Laptop, W11, I had to uninstall the damn app...",1446602,1446599.0,8
48072,Thu Nov 02 17:15:41 +0000 2017,126750,<USER> Just putting a lil drama here hahahah dont mind me. Keep doing u guys! Hearts from the PH!,48071,48073.0,8
2141760,Thu Nov 09 01:01:16 +0000 2017,629778,<USER> & it keeps saving random playlist I've never heard of and saying I'm streaming on some iphone did I wanna switch back to my device.,2141763,2141759.0,8
2153128,Thu Nov 09 03:11:04 +0000 2017,573856,<USER> Still nothing...,2153129,2153127.0,8
948689,Thu Nov 09 13:35:00 +0000 2017,344981,<USER> That's really not all gravy. Baby.,948690,948688.0,8
2103195,Thu Nov 09 19:21:54 +0000 2017,287348,"<USER> It always takes about a week to get anyone to respond. Then no one ever looks at my previous screen shots, never bothers TO FIX ANYTHING",,2103193.0,8
2203725,Thu Nov 09 22:11:20 +0000 2017,644366,<USER> Hey. I've tried what you suggested and still the same thing is happening. It just doesn't want to go trough with transaction and I use my PayPal very often.,2203723,2203729.0,8
1564262,Thu Nov 09 23:47:30 +0000 2017,483022,"<USER> This is real off point, not only does it look atrocious, the app doesn’t even work properly. Will be switching to Apple Music on Tuesday morning if there is no update by then.",1564264,1564261.0,8
1427792,Thu Nov 16 06:11:54 +0000 2017,451665,<USER> Yes. But only because you’re so much better than <USER>,1427794,1427791.0,8
2552669,Thu Nov 16 15:07:08 +0000 2017,725066,"<USER> So ""OvO god"" <USER> , you gonna help fix the 6 or leave it in shambles??",,2552668.0,8
2574111,Thu Nov 16 20:16:03 +0000 2017,729968,<USER> It was more tongue-in-cheek. I think I am getting old :D,2574110,2574112.0,8
2547459,Thu Nov 16 21:28:39 +0000 2017,693066,"<USER> I'm aware of the limit, and it ruins the entire purpose of your service. That's the point I'm trying to make here. 10,000 songs is maybe a fifth of what should reasonably be available.",2547461,2547458.0,8
2583338,Thu Nov 16 23:21:51 +0000 2017,392308,<USER> That’s stupid tho. I pay y’all. Give me what i pay for,2583337,2583339.0,8
661763,Thu Nov 23 01:48:43 +0000 2017,277655,<USER> So it would be 129 for Mobile charging? Plus good for 3 months already.,661764,661760.0,8
666355,Thu Nov 23 02:34:50 +0000 2017,144988,<USER> It hasn't crashed ever.,666354,666356.0,8
703198,Thu Nov 23 17:53:16 +0000 2017,287991,<USER> some sources say it’s launching tomorrow in ro is it true,703200,703197.0,8
115227,Thu Nov 23 21:42:47 +0000 2017,141621,"<USER> my contract comes with two years free spotify subscription, every month £9.99 is added to my bill and i have to keep reapplying...",115229,115226.0,8
118850,Thu Nov 23 22:40:23 +0000 2017,142349,<USER> Dm sent hun,,118849.0,8
2969632,Thu Nov 30 01:00:38 +0000 2017,819111,<USER> Thankssss (:,,2969631.0,8
70681,Thu Nov 30 09:48:00 +0000 2017,131854,"<USER> I know, I'm a long time user... And it's breaking more every day. Please start supporting it, that's what I'm asking. Or just release an update now and then.",70679,70683.0,8
106319,Thu Nov 30 18:57:50 +0000 2017,139557,"<USER> appropriate under the circumstances, e.g., by displaying a prominent notice within the Service or by sending you an email.",106323,106318.0,8
104107,Thu Nov 30 20:12:46 +0000 2017,138951,"<USER> Nope, no difference. Pixel XL 2",104108,104106.0,8
223015,Thu Oct 05 04:45:15 +0000 2017,169270,<USER> hahahhaha thaaaanks!!!! 💙💙💙,,223014.0,8
1021653,Thu Oct 12 15:53:16 +0000 2017,310916,<USER> personal - the vamps,1021654,801194.0,8
810430,Thu Oct 12 19:02:47 +0000 2017,313094,<USER> Yes! Every time I have my phone on shuffle I get about 30 songs in a row that is purely two artists! No matter how many times I reshuffle,810432,810429.0,8
818973,Thu Oct 12 22:17:39 +0000 2017,315100,<USER> yup still nothing,818975,818972.0,8
259466,Thu Oct 19 16:41:26 +0000 2017,177705,"<USER> Sorry I was born in 1986, what is DM? DO you mean private message?",259467,259465.0,8
1847248,Thu Oct 19 20:13:23 +0000 2017,553258,"<USER> Nope, it doesn’t :(",1847250,1847247.0,8
1857563,Thu Oct 19 21:20:37 +0000 2017,555498,<USER> Cheers for the reply! Is there a fix planned or is it going to remain the same?,1857565,1857562.0,8
